cycle,event_type,severity,message,value
137,"tracker_degraded","warn","Tracker degraded",""
138,"tracker_recovered","info","Tracker recovered",""
139,"heater_activated","info","Thermal heater activated",""
140,"heater_deactivated","info","Thermal heater deactivated",""
141,"tracker_degraded","warn","Tracker degraded",""
145,"heater_activated","info","Thermal heater activated",""
146,"heater_deactivated","info","Thermal heater deactivated",""
148,"tracker_recovered","info","Tracker recovered",""
149,"tracker_degraded","warn","Tracker degraded",""
149,"downlink_active","info","Downlink became active",""
150,"tracker_recovered","info","Tracker recovered",""
151,"tracker_degraded","warn","Tracker degraded",""
151,"heater_activated","info","Thermal heater activated",""
152,"heater_deactivated","info","Thermal heater deactivated",""
153,"tracker_recovered","info","Tracker recovered",""
156,"camera_capture_started","info","Camera/demo capture started","image_file"
156,"camera_capture_completed","info","Image-file capture ready","out_image_file_extended_tmp/datasets/dataset_7/raw_capture_from_file.ppm"
156,"payload_alignment_succeeded","info","Marker alignment succeeded","0.502268"
156,"payload_capture_accepted","info","Payload capture accepted","dataset_7"
156,"payload_dataset_ready","info","Payload dataset ready","dataset_7"
157,"heater_activated","info","Thermal heater activated",""
157,"downlink_inactive","info","Downlink became inactive",""
158,"heater_deactivated","info","Thermal heater deactivated",""
159,"tracker_degraded","warn","Tracker degraded",""
160,"tracker_recovered","info","Tracker recovered",""
161,"tracker_degraded","warn","Tracker degraded",""
163,"tracker_recovered","info","Tracker recovered",""
163,"heater_activated","info","Thermal heater activated",""
164,"heater_deactivated","info","Thermal heater deactivated",""
165,"tracker_degraded","warn","Tracker degraded",""
167,"tracker_recovered","info","Tracker recovered",""
169,"tracker_degraded","warn","Tracker degraded",""
169,"heater_activated","info","Thermal heater activated",""
170,"heater_deactivated","info","Thermal heater deactivated",""
171,"tracker_recovered","info","Tracker recovered",""
172,"tracker_degraded","warn","Tracker degraded",""
173,"tracker_recovered","info","Tracker recovered",""
175,"tracker_degraded","warn","Tracker degraded",""
175,"heater_activated","info","Thermal heater activated",""
176,"heater_deactivated","info","Thermal heater deactivated",""
177,"tracker_recovered","info","Tracker recovered",""
178,"camera_capture_started","info","Camera/demo capture started","image_file"
178,"camera_capture_completed","info","Image-file capture ready","out_image_file_extended_tmp/datasets/dataset_8/raw_capture_from_file.ppm"
178,"payload_alignment_succeeded","info","Marker alignment succeeded","0.502268"
178,"payload_capture_accepted","info","Payload capture accepted","dataset_8"
178,"tracker_degraded","warn","Tracker degraded",""
178,"payload_dataset_ready","info","Payload dataset ready","dataset_8"
179,"downlink_active","info","Downlink became active",""
180,"tracker_recovered","info","Tracker recovered",""
181,"tracker_degraded","warn","Tracker degraded",""
181,"heater_activated","info","Thermal heater activated",""
182,"heater_deactivated","info","Thermal heater deactivated",""
183,"tracker_recovered","info","Tracker recovered",""
185,"tracker_degraded","warn","Tracker degraded",""
187,"heater_activated","info","Thermal heater activated",""
187,"downlink_inactive","info","Downlink became inactive",""
188,"heater_deactivated","info","Thermal heater deactivated",""
189,"tracker_recovered","info","Tracker recovered",""
192,"tracker_degraded","warn","Tracker degraded",""
193,"tracker_recovered","info","Tracker recovered",""
193,"heater_activated","info","Thermal heater activated",""
193,"compute_budget_low","warn","Compute budget dropped below threshold","38.923079"
194,"heater_deactivated","info","Thermal heater deactivated",""
195,"tracker_degraded","warn","Tracker degraded",""
197,"tracker_recovered","info","Tracker recovered",""
199,"heater_activated","info","Thermal heater activated",""
199,"compute_budget_low","warn","Compute budget dropped below threshold","34.699871"
200,"camera_capture_started","info","Camera/demo capture started","image_file"
200,"camera_capture_completed","info","Image-file capture ready","out_image_file_extended_tmp/datasets/dataset_9/raw_capture_from_file.ppm"
200,"payload_alignment_succeeded","info","Marker alignment succeeded","0.502268"
200,"payload_capture_accepted","info","Payload capture accepted","dataset_9"
200,"heater_deactivated","info","Thermal heater deactivated",""
200,"payload_dataset_ready","info","Payload dataset ready","dataset_9"
201,"tracker_degraded","warn","Tracker degraded",""
202,"tracker_recovered","info","Tracker recovered",""
205,"tracker_degraded","warn","Tracker degraded",""
205,"heater_activated","info","Thermal heater activated",""
206,"tracker_recovered","info","Tracker recovered",""
206,"heater_deactivated","info","Thermal heater deactivated",""
209,"tracker_degraded","warn","Tracker degraded",""
209,"downlink_active","info","Downlink became active",""
210,"tracker_recovered","info","Tracker recovered",""
210,"compute_budget_low","warn","Compute budget dropped below threshold","39.913681"
211,"heater_activated","info","Thermal heater activated",""
212,"tracker_degraded","warn","Tracker degraded",""
212,"heater_deactivated","info","Thermal heater deactivated",""
215,"tracker_recovered","info","Tracker recovered",""
215,"compute_budget_low","warn","Compute budget dropped below threshold","38.599414"
217,"tracker_degraded","warn","Tracker degraded",""
217,"heater_activated","info","Thermal heater activated",""
217,"downlink_inactive","info","Downlink became inactive",""
218,"tracker_recovered","info","Tracker recovered",""
218,"heater_deactivated","info","Thermal heater deactivated",""
219,"tracker_degraded","warn","Tracker degraded",""
221,"tracker_recovered","info","Tracker recovered",""
222,"camera_capture_started","info","Camera/demo capture started","image_file"
222,"camera_capture_completed","info","Image-file capture ready","out_image_file_extended_tmp/datasets/dataset_10/raw_capture_from_file.ppm"
222,"payload_alignment_succeeded","info","Marker alignment succeeded","0.502268"
222,"payload_capture_accepted","info","Payload capture accepted","dataset_10"
222,"tracker_degraded","warn","Tracker degraded",""
222,"payload_dataset_ready","info","Payload dataset ready","dataset_10"
223,"heater_activated","info","Thermal heater activated",""
223,"compute_budget_low","warn","Compute budget dropped below threshold","37.267444"
224,"heater_deactivated","info","Thermal heater deactivated",""
229,"heater_activated","info","Thermal heater activated",""
229,"compute_budget_low","warn","Compute budget dropped below threshold","37.343409"
230,"heater_deactivated","info","Thermal heater deactivated",""
232,"tracker_recovered","info","Tracker recovered",""
233,"tracker_degraded","warn","Tracker degraded",""
235,"heater_activated","info","Thermal heater activated",""
236,"heater_deactivated","info","Thermal heater deactivated",""
238,"tracker_recovered","info","Tracker recovered",""
239,"tracker_degraded","warn","Tracker degraded",""
239,"propulsion_burn_started","info","Propulsion burn started",""
239,"downlink_active","info","Downlink became active",""
239,"compute_budget_low","warn","Compute budget dropped below threshold","33.087552"
