cycle,source_w,reserve_w,total_bus_load_w,noncompute_w,compute_budget_w,jetson_allow_w,scheduler_mode,adcs_mode,adcs_power_w,wheel_power_w,comms_power_w,thermal_power_w,propulsion_power_w,payload_power_w,pi_power_w,jetson_power_w,jetson_mode,jetson_job_type,truth_pointing_err_deg,est_pointing_err_deg,tracker_conf,tracker_valid,tracked_stars,comms_mode,comms_backlog_bits,payload_mode,payload_active,dataset_ready,dataset_id,dataset_count,acquisition_stage,active_stage,active_stage_n,roi_count,processing_queue,thermal_mode,heater_active,thermal_temp_c,propulsion_mode,propulsion_active,propulsion_thrust_n,camera_mode,camera_frame_ready,alignment_valid,alignment_score,blur_score,brightness_mean,contrast_score,raw_capture_path,rectified_image_path
148,131.352,20,45.0661,32.0661,59.4644,51.4644,1,"WHEEL_SAT",19.0661,7.06613,4,2,1,6,8,5,"IDLE","none",2.56126,2.55344,0.687654,1,25,"STANDBY",41393752,"IDLE",0,0,"dataset_6",7,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
149,131.456,20,53.0727,40.0727,53.5376,45.5376,1,"WHEEL_SAT",16.0727,7.0727,15,2,1,6,8,5,"THROTTLED","none",2.56123,2.55282,0.00842256,0,9,"DOWNLINK",41385752,"IDLE",0,0,"dataset_6",7,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
150,131.384,20,56.0797,43.0797,51.2282,43.2282,1,"WHEEL_SAT",19.0797,7.07969,15,2,1,6,8,5,"THROTTLED","none",2.56128,2.55402,0.771405,1,21,"DOWNLINK",41377752,"IDLE",0,0,"dataset_6",7,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
151,131.143,20,63.086,50.086,45.7929,37.7929,1,"WHEEL_SAT",16.086,7.08604,15,12,1,6,8,5,"THROTTLED","none",2.56123,2.55413,0.000345982,0,5,"DOWNLINK",41369752,"IDLE",0,0,"dataset_6",7,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
152,130.748,20,53.0923,40.0923,52.9915,44.9915,1,"WHEEL_SAT",16.0923,7.09225,15,2,1,6,8,5,"THROTTLED","none",2.56116,2.55334,0.104746,0,10,"DOWNLINK",41361752,"IDLE",0,0,"dataset_6",7,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
153,130.216,20,56.0995,43.0995,50.3375,42.3375,1,"WHEEL_SAT",19.0995,7.09951,15,2,1,6,8,5,"THROTTLED","none",2.56116,2.5544,0.483328,1,19,"DOWNLINK",41353752,"IDLE",0,0,"dataset_6",7,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
154,129.573,20,60.106,47.106,46.8502,38.8502,1,"WHEEL_SAT",19.106,7.106,15,2,1,10,8,5,"THROTTLED","none",2.56107,2.55536,0.870854,1,25,"DOWNLINK",41345752,"ACQUIRE",1,0,"dataset_6",7,1,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
155,128.845,20,60.1123,47.1123,46.2998,38.2998,1,"WHEEL_SAT",19.1123,7.11229,15,2,1,10,8,5,"THROTTLED","none",2.56089,2.55564,0.959239,1,24,"DOWNLINK",41337752,"ACQUIRE",1,0,"dataset_6",7,2,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
156,128.064,20,56.1188,43.1188,48.7086,40.7086,1,"WHEEL_SAT",19.1188,7.11879,15,2,1,6,8,5,"THROTTLED","none",2.56069,2.55506,0.611431,1,19,"DOWNLINK",41329752,"READY",0,1,"dataset_7",8,3,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",1,1,0.502268,0.0126389,0.499568,0.219298,"out_image_file_extended_tmp/datasets/dataset_7/raw_capture_from_file.ppm","out_image_file_extended_tmp/datasets/dataset_7/rectified_input.ppm"
157,127.259,20,55.1253,42.1253,48.8505,40.8505,1,"WHEEL_SAT",19.1253,7.12532,4,12,1,6,8,5,"IDLE","none",2.56057,2.55479,0.475853,1,12,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
158,126.464,20,45.1323,32.1323,55.749,47.749,1,"WHEEL_SAT",19.1323,7.13231,4,2,1,6,8,5,"IDLE","none",2.56047,2.55556,0.455836,1,25,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
159,125.709,20,42.1385,29.1385,57.428,49.428,1,"WHEEL_SAT",16.1385,7.13854,4,2,1,6,8,5,"IDLE","none",2.56028,2.55453,0.335379,0,10,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
160,125.022,20,45.1452,32.1452,54.6577,46.6577,1,"WHEEL_SAT",19.1452,7.14521,4,2,1,6,8,5,"IDLE","none",2.56019,2.55429,0.984049,1,25,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
161,124.428,20,42.1521,29.1521,56.457,48.457,1,"WHEEL_SAT",16.1521,7.15212,4,2,1,6,8,5,"IDLE","none",2.56015,2.55459,0.263758,0,12,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
162,123.947,20,42.1587,29.1587,56.0915,48.0915,1,"WHEEL_SAT",16.1587,7.15872,4,2,1,6,8,5,"IDLE","none",2.56007,2.5552,0.383321,0,11,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
163,123.595,20,55.1647,42.1647,46.073,38.073,1,"WHEEL_SAT",19.1647,7.16471,4,12,1,6,8,5,"IDLE","none",2.55989,2.55452,0.654755,1,25,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
164,123.381,20,45.1717,32.1717,53.4071,45.4071,1,"WHEEL_SAT",19.1717,7.17169,4,2,1,6,8,5,"IDLE","none",2.5598,2.55469,0.592849,1,15,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
165,123.308,20,42.178,29.178,55.5975,47.5975,1,"WHEEL_SAT",16.178,7.17798,4,2,1,6,8,5,"IDLE","none",2.5597,2.55372,0.205507,0,24,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
166,123.373,20,42.1847,29.1847,55.6409,47.6409,1,"WHEEL_SAT",16.1847,7.18471,4,2,1,6,8,5,"IDLE","none",2.55969,2.554,0.438615,0,14,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
167,123.566,20,45.1917,32.1917,53.5306,45.5306,1,"WHEEL_SAT",19.1917,7.19166,4,2,1,6,8,5,"IDLE","none",2.55963,2.55485,0.937095,1,25,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
168,123.872,20,45.1977,32.1977,53.7558,45.7558,1,"WHEEL_SAT",19.1977,7.19774,4,2,1,6,8,5,"IDLE","none",2.55951,2.55476,0.756067,1,19,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
169,124.272,20,52.205,39.205,48.7999,40.7999,1,"WHEEL_SAT",16.205,7.20499,4,12,1,6,8,5,"IDLE","none",2.5594,2.55593,0.0495938,0,22,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
170,124.739,20,42.2112,29.2112,56.6462,48.6462,1,"WHEEL_SAT",16.2112,7.2112,4,2,1,6,8,5,"IDLE","none",2.55914,2.55577,0.033729,0,14,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
171,125.248,20,45.2175,32.2175,54.7726,46.7726,1,"WHEEL_SAT",19.2175,7.21754,4,2,1,6,8,5,"IDLE","none",2.55887,2.55571,0.871852,1,22,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
172,125.766,20,42.2241,29.2241,57.4067,49.4067,1,"WHEEL_SAT",16.2241,7.22411,4,2,1,6,8,5,"IDLE","none",2.55861,2.55533,0.251277,0,7,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
173,126.264,20,45.2307,32.2307,55.5251,47.5251,1,"WHEEL_SAT",19.2307,7.23074,4,2,1,6,8,5,"IDLE","none",2.55837,2.55511,0.816979,1,24,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
174,126.711,20,45.2372,32.2372,55.855,47.855,1,"WHEEL_SAT",19.2372,7.23715,4,2,1,6,8,5,"IDLE","none",2.55816,2.55466,0.461979,1,13,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
175,127.076,20,52.2438,39.2438,50.8742,42.8742,1,"WHEEL_SAT",16.2438,7.24376,4,12,1,6,8,5,"IDLE","none",2.558,2.55505,0.315617,0,8,"STANDBY",41329752,"IDLE",0,0,"dataset_7",8,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
176,127.334,20,46.2502,33.2502,55.5631,47.5631,1,"WHEEL_SAT",16.2502,7.25024,4,2,1,10,8,5,"IDLE","none",2.55778,2.55458,0.376944,0,12,"STANDBY",41329752,"ACQUIRE",1,0,"dataset_7",8,1,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
177,127.463,20,49.2569,36.2569,53.4044,45.4044,1,"WHEEL_SAT",19.2569,7.25689,4,2,1,10,8,5,"IDLE","none",2.5576,2.55437,0.479696,1,12,"STANDBY",41329752,"ACQUIRE",1,0,"dataset_7",8,2,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
178,127.443,20,42.2634,29.2634,58.635,50.635,1,"WHEEL_SAT",16.2634,7.26345,4,2,1,6,8,5,"IDLE","none",2.55745,2.55427,0.370887,0,16,"STANDBY",41329752,"READY",0,1,"dataset_8",9,3,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",1,1,0.502268,0.0126389,0.499568,0.219298,"out_image_file_extended_tmp/datasets/dataset_8/raw_capture_from_file.ppm","out_image_file_extended_tmp/datasets/dataset_8/rectified_input.ppm"
179,127.264,20,53.2703,40.2703,50.2453,42.2453,1,"WHEEL_SAT",16.2703,7.27027,15,2,1,6,8,5,"THROTTLED","none",2.55729,2.55446,0.226972,0,9,"DOWNLINK",41321752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
180,126.918,20,56.2766,43.2766,47.7312,39.7312,1,"WHEEL_SAT",19.2766,7.27659,15,2,1,6,8,5,"THROTTLED","none",2.55711,2.55428,0.797865,1,20,"DOWNLINK",41313752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
181,126.406,20,63.2831,50.2831,42.0922,34.0922,1,"WHEEL_SAT",16.2831,7.28309,15,12,1,6,8,5,"THROTTLED","none",2.55697,2.55397,0.309635,0,8,"DOWNLINK",41305752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
182,125.734,20,53.2894,40.2894,49.0833,41.0833,1,"WHEEL_SAT",16.2894,7.28943,15,2,1,6,8,5,"THROTTLED","none",2.55685,2.55271,0.35975,0,9,"DOWNLINK",41297752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
183,124.914,20,56.2965,43.2965,46.2133,38.2133,1,"WHEEL_SAT",19.2965,7.29652,15,2,1,6,8,5,"THROTTLED","none",2.55687,2.55394,0.54653,1,14,"DOWNLINK",41289752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
184,123.965,20,56.303,43.303,45.4967,37.4967,1,"WHEEL_SAT",19.303,7.30299,15,2,1,6,8,5,"THROTTLED","none",2.55677,2.55412,0.638208,1,16,"DOWNLINK",41281752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
185,122.91,20,53.3094,40.3094,46.9506,38.9506,1,"WHEEL_SAT",16.3094,7.30937,15,2,1,6,8,5,"THROTTLED","none",2.55665,2.55363,0.399468,0,12,"DOWNLINK",41273752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
186,121.776,20,53.3161,40.3161,46.0952,38.0952,1,"WHEEL_SAT",16.3161,7.31611,15,2,1,6,8,5,"THROTTLED","none",2.55659,2.55418,0.20884,0,6,"DOWNLINK",41265752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
187,120.594,20,52.3224,39.3224,45.9537,37.9537,1,"WHEEL_SAT",16.3224,7.32235,4,12,1,6,8,5,"IDLE","none",2.55646,2.55349,0.16034,0,7,"STANDBY",41265752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
188,119.395,20,42.3292,29.3292,52.5497,44.5497,1,"WHEEL_SAT",16.3292,7.32916,4,2,1,6,8,5,"IDLE","none",2.5564,2.55397,0.400744,0,17,"STANDBY",41265752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
189,118.213,20,45.3357,32.3357,49.4082,41.4082,1,"WHEEL_SAT",19.3357,7.33569,4,2,1,6,8,5,"IDLE","none",2.55629,2.55433,0.508222,1,21,"STANDBY",41265752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
190,117.08,20,45.3422,32.3422,48.5534,40.5534,1,"WHEEL_SAT",19.3422,7.34219,4,2,1,6,8,5,"IDLE","none",2.55613,2.55462,0.917028,1,25,"STANDBY",41265752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
191,116.026,20,45.3483,32.3483,47.7581,39.7581,1,"WHEEL_SAT",19.3483,7.34831,4,2,1,6,8,5,"IDLE","none",2.55595,2.55326,0.640827,1,19,"STANDBY",41265752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
192,115.078,20,42.3553,29.3553,49.2919,41.2919,1,"WHEEL_SAT",16.3553,7.35532,4,2,1,6,8,5,"IDLE","none",2.55593,2.55351,0.240448,0,15,"STANDBY",41265752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
193,114.259,20,55.362,42.362,38.9231,30.9231,1,"WHEEL_SAT",19.362,7.36204,4,12,1,6,8,5,"IDLE","none",2.55587,2.55405,0.871576,1,22,"STANDBY",41265752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
194,113.589,20,45.3684,32.3684,45.9152,37.9152,1,"WHEEL_SAT",19.3684,7.3684,4,2,1,6,8,5,"IDLE","none",2.55577,2.55394,0.679717,1,17,"STANDBY",41265752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
195,113.078,20,42.3747,29.3747,47.7774,39.7774,1,"WHEEL_SAT",16.3747,7.37472,4,2,1,6,8,5,"IDLE","none",2.55568,2.55347,0.165483,0,12,"STANDBY",41265752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
196,112.734,20,42.3811,29.3811,47.5144,39.5144,1,"WHEEL_SAT",16.3811,7.38105,4,2,1,6,8,5,"IDLE","none",2.55564,2.55266,0.19606,0,15,"STANDBY",41265752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
197,112.556,20,45.3878,32.3878,45.1259,37.1259,1,"WHEEL_SAT",19.3878,7.38781,4,2,1,6,8,5,"IDLE","none",2.5557,2.55296,0.962744,1,25,"STANDBY",41265752,"IDLE",0,0,"dataset_8",9,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
198,112.538,20,49.3945,36.3945,42.1074,34.1074,1,"WHEEL_SAT",19.3945,7.39454,4,2,1,10,8,5,"IDLE","none",2.55575,2.55294,0.6855,1,18,"STANDBY",41265752,"ACQUIRE",1,0,"dataset_8",9,1,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
199,112.667,20,59.4009,46.4009,34.6999,26.6999,1,"WHEEL_SAT",19.4009,7.40088,4,12,1,10,8,5,"IDLE","none",2.55581,2.55284,0.46631,1,21,"STANDBY",41265752,"ACQUIRE",1,0,"dataset_8",9,2,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
200,112.927,20,45.4078,32.4078,45.3892,37.3892,1,"WHEEL_SAT",19.4078,7.40783,4,2,1,6,8,5,"IDLE","none",2.55589,2.55362,0.716258,1,18,"STANDBY",41265752,"READY",0,1,"dataset_9",10,3,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",1,1,0.502268,0.0126389,0.499568,0.219298,"out_image_file_extended_tmp/datasets/dataset_9/raw_capture_from_file.ppm","out_image_file_extended_tmp/datasets/dataset_9/rectified_input.ppm"
201,113.293,20,42.414,29.414,47.9094,39.9094,1,"WHEEL_SAT",16.414,7.41398,4,2,1,6,8,5,"IDLE","none",2.5559,2.55301,0.183888,0,7,"STANDBY",41265752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
202,113.74,20,45.4207,32.4207,45.9895,37.9895,1,"WHEEL_SAT",19.4207,7.42069,4,2,1,6,8,5,"IDLE","none",2.55597,2.5531,0.854185,1,22,"STANDBY",41265752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
203,114.238,20,45.4273,32.4273,46.3582,38.3582,1,"WHEEL_SAT",19.4273,7.42735,4,2,1,6,8,5,"IDLE","none",2.55604,2.55316,0.479799,1,12,"STANDBY",41265752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
204,114.757,20,45.4341,32.4341,46.7421,38.7421,1,"WHEEL_SAT",19.4341,7.43406,4,2,1,6,8,5,"IDLE","none",2.55612,2.55394,0.682737,1,23,"STANDBY",41265752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
205,115.265,20,52.4406,39.4406,41.8682,33.8682,1,"WHEEL_SAT",16.4406,7.44065,4,12,1,6,8,5,"IDLE","none",2.55611,2.55454,0.108672,0,13,"STANDBY",41265752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
206,115.732,20,45.4466,32.4466,47.4643,39.4643,1,"WHEEL_SAT",19.4466,7.44662,4,2,1,6,8,5,"IDLE","none",2.55603,2.55333,0.563822,1,19,"STANDBY",41265752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
207,116.131,20,45.4534,32.4534,47.7582,39.7582,1,"WHEEL_SAT",19.4534,7.4534,4,2,1,6,8,5,"IDLE","none",2.55608,2.55295,0.505604,1,14,"STANDBY",41265752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
208,116.437,20,45.4601,32.4601,47.9823,39.9823,1,"WHEEL_SAT",19.4601,7.46014,4,2,1,6,8,5,"IDLE","none",2.55619,2.55363,0.745669,1,22,"STANDBY",41265752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
209,116.629,20,53.4665,40.4665,42.1215,34.1215,1,"WHEEL_SAT",16.4665,7.46646,15,2,1,6,8,5,"THROTTLED","none",2.55623,2.55343,0.399995,0,11,"DOWNLINK",41257752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
210,116.692,20,56.4737,43.4737,39.9137,31.9137,1,"WHEEL_SAT",19.4737,7.47372,15,2,1,6,8,5,"THROTTLED","none",2.55628,2.5548,0.679066,1,17,"DOWNLINK",41249752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
211,116.618,20,66.4798,53.4798,32.3533,24.3533,1,"WHEEL_SAT",19.4798,7.47976,15,12,1,6,8,5,"THROTTLED","none",2.55617,2.55452,0.668271,1,21,"DOWNLINK",41241752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
212,116.402,20,53.4867,40.4867,41.9365,33.9365,1,"WHEEL_SAT",16.4867,7.4867,15,2,1,6,8,5,"THROTTLED","none",2.5561,2.55568,0.231453,0,8,"DOWNLINK",41233752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
213,116.049,20,53.493,40.493,41.6669,33.6669,1,"WHEEL_SAT",16.493,7.49302,15,2,1,6,8,5,"THROTTLED","none",2.55587,2.55555,0.200023,0,19,"DOWNLINK",41225752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
214,115.567,20,53.4993,40.4993,41.3009,33.3009,1,"WHEEL_SAT",16.4993,7.49929,15,2,1,6,8,5,"THROTTLED","none",2.55562,2.55445,0.217964,0,6,"DOWNLINK",41217752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
215,114.972,20,56.5063,43.5063,38.5994,30.5994,1,"WHEEL_SAT",19.5063,7.50627,15,2,1,6,8,5,"THROTTLED","none",2.55549,2.5548,0.942011,1,24,"DOWNLINK",41209752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
216,114.284,20,56.5125,43.5125,38.0789,30.0789,1,"WHEEL_SAT",19.5125,7.51251,15,2,1,6,8,5,"THROTTLED","none",2.55531,2.55474,0.968148,1,25,"DOWNLINK",41201752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
217,113.529,20,52.519,39.519,40.5073,32.5073,1,"WHEEL_SAT",16.519,7.51902,4,12,1,6,8,5,"IDLE","none",2.55512,2.55434,0.398363,0,10,"STANDBY",41201752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
218,112.733,20,45.5263,32.5263,45.1554,37.1554,1,"WHEEL_SAT",19.5263,7.52628,4,2,1,6,8,5,"IDLE","none",2.55497,2.55516,0.544312,1,17,"STANDBY",41201752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
219,111.929,20,42.5324,29.5324,46.7977,38.7977,1,"WHEEL_SAT",16.5324,7.53235,4,2,1,6,8,5,"IDLE","none",2.55472,2.55492,0.237366,0,6,"STANDBY",41201752,"IDLE",0,0,"dataset_9",10,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
220,111.148,20,46.5391,33.5391,43.2066,35.2066,1,"WHEEL_SAT",16.5391,7.5391,4,2,1,10,8,5,"IDLE","none",2.55449,2.55482,0.309299,0,11,"STANDBY",41201752,"ACQUIRE",1,0,"dataset_9",10,1,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
221,110.421,20,49.5457,36.5457,40.4065,32.4065,1,"WHEEL_SAT",19.5457,7.54565,4,2,1,10,8,5,"IDLE","none",2.55425,2.55485,0.582334,1,20,"STANDBY",41201752,"ACQUIRE",1,0,"dataset_9",10,2,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
222,109.779,20,42.5521,29.5521,45.1698,37.1698,1,"WHEEL_SAT",16.5521,7.55215,4,2,1,6,8,5,"IDLE","none",2.554,2.55484,0.158207,0,6,"STANDBY",41201752,"READY",0,1,"dataset_10",11,3,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",1,1,0.502268,0.0126389,0.499568,0.219298,"out_image_file_extended_tmp/datasets/dataset_10/raw_capture_from_file.ppm","out_image_file_extended_tmp/datasets/dataset_10/rectified_input.ppm"
